-DOCSTART- -X- -X- O
to -X- _ O
open -X- _ O
the -X- _ O
green -X- _ B-LOC
city -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
my -X- _ O
account -X- _ O
is -X- _ O
authenticated -X- _ O
by -X- _ O
others -X- _ O
? -X- _ O

I -X- _ O
've -X- _ O
exceeded -X- _ O
the -X- _ O
number -X- _ O
of -X- _ O
participants -X- _ O
? -X- _ O

Why -X- _ O
would -X- _ O
I -X- _ O
be -X- _ O
deducted -X- _ O
? -X- _ O

There -X- _ O
is -X- _ O
no -X- _ O
smart -X- _ O
home -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
function -X- _ O
. -X- _ O

Can -X- _ O
the -X- _ O
new -X- _ O
machine -X- _ O
be -X- _ O
used -X- _ O
for -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
opened -X- _ O
by -X- _ O
the -X- _ O
old -X- _ O
machine -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
deposit -X- _ O
money -X- _ O
in -X- _ O
a -X- _ O
change -X- _ B-HMS_SERVICE_FEATURE
account -X- _ I-HMS_SERVICE_FEATURE
. -X- _ O

The -X- _ O
system -X- _ O
displays -X- _ O
a -X- _ O
message -X- _ O
indicating -X- _ O
that -X- _ O
the -X- _ O
request -X- _ O
times -X- _ O
out -X- _ O
. -X- _ O

I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

Are -X- _ O
you -X- _ O
good -X- _ O
? -X- _ O
? -X- _ O
? -X- _ O

The -X- _ O
card -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
opened -X- _ O
. -X- _ O

What -X- _ O
is -X- _ O
a -X- _ O
monthly -X- _ O
bill -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
move -X- _ O
a -X- _ O
Huawei -X- _ B-CARD_TYPE
traffic -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
an -X- _ O
Apple -X- _ B-ORG
phone -X- _ O
? -X- _ O

Can -X- _ O
you -X- _ O
pass -X- _ O
the -X- _ O
ticket -X- _ B-MISC
? -X- _ O

I -X- _ O
forgot -X- _ O
my -X- _ O
account -X- _ O
and -X- _ O
password -X- _ O
on -X- _ O
my -X- _ O
other -X- _ O
phone -X- _ O
, -X- _ O
and -X- _ O
the -X- _ O
phone -X- _ O
card -X- _ O
does -X- _ O
n't -X- _ O
work -X- _ O
. -X- _ O
How -X- _ O
do -X- _ O
I -X- _ O
get -X- _ O
it -X- _ O
? -X- _ O

Lingnan -X- _ B-CARD_TYPE
open -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
or -X- _ O
15 -X- _ B-MONEY
yuan -X- _ I-MONEY
, -X- _ O
why -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
swipe -X- _ O
card -X- _ O
to -X- _ O
delete -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE

Why -X- _ O
Can -X- _ O
not -X- _ O
I -X- _ O
Register -X- _ O
an -X- _ O
Account -X- _ O
? -X- _ O

My -X- _ O
phone -X- _ O
does -X- _ O
not -X- _ O
support -X- _ O
NFC -X- _ B-CARD_USAGE
. -X- _ O
Can -X- _ O
I -X- _ O
bind -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Hello -X- _ O
, -X- _ O
what -X- _ O
is -X- _ O
the -X- _ O
account -X- _ O
and -X- _ O
password -X- _ O
of -X- _ O
my -X- _ O
Huawei -X- _ B-ORG
mobile -X- _ O
phone -X- _ O
? -X- _ O

I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
key -X- _ O
to -X- _ O
my -X- _ O
phone -X- _ O
. -X- _ O

The -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
page -X- _ O
is -X- _ O
not -X- _ O
found -X- _ O
. -X- _ O

Apply -X- _ O
for -X- _ O
card -X- _ O
deletion -X- _ B-HMS_SERVICE_FEATURE
and -X- _ O
refund -X- _ O
. -X- _ O

What -X- _ O
is -X- _ O
a -X- _ O
smart -X- _ O
home -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
to -X- _ O
cancel -X- _ O
the -X- _ O
payment -X- _ O
of -X- _ O
the -X- _ O
default -X- _ O
payment -X- _ O
in -X- _ O
Jingdong -X- _ B-ORG
? -X- _ O

Wallet -X- _ B-HMS_SERVICE
real -X- _ O
- -X- _ O
name -X- _ O
authentication -X- _ B-HMS_SERVICE_FEATURE

UnionPay -X- _ B-HMS_SERVICE
will -X- _ O
not -X- _ O
be -X- _ O
able -X- _ O
to -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

Which -X- _ O
models -X- _ O
can -X- _ O
be -X- _ O
used -X- _ O
to -X- _ O
lend -X- _ O
money -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
enable -X- _ O
the -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
? -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
is -X- _ O
the -X- _ O
call -X- _ O
fee -X- _ O
recharge -X- _ O
record -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
fails -X- _ O
to -X- _ O
be -X- _ O
swiped -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
get -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
for -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
20pro -X- _ I-HUAWEI_DEVICE
in -X- _ O
Hangzhou -X- _ B-LOC
? -X- _ O

Each -X- _ O
time -X- _ O
the -X- _ O
screen -X- _ O
is -X- _ O
displayed -X- _ O
, -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
automatically -X- _ O
pops -X- _ O
up -X- _ O
. -X- _ O

The -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
overtook -X- _ O
me -X- _ O
once -X- _ O
, -X- _ O
and -X- _ O
I -X- _ O
returned -X- _ O
the -X- _ O
money -X- _ O
. -X- _ O

Does -X- _ O
MAX -X- _ O
support -X- _ O
bus -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
? -X- _ O

When -X- _ O
I -X- _ O
took -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
, -X- _ O
I -X- _ O
used -X- _ O
to -X- _ O
swipe -X- _ O
up -X- _ O
on -X- _ O
the -X- _ O
car -X- _ O
and -X- _ O
brush -X- _ O
off -X- _ O
a -X- _ O
dollar -X- _ B-CURRENCY_NAME
. -X- _ O
Why -X- _ O
did -X- _ O
I -X- _ O
deduct -X- _ O
two -X- _ O
dollars -X- _ B-CURRENCY_NAME
for -X- _ O
the -X- _ O
two -X- _ O
days -X- _ O
when -X- _ O
I -X- _ O
got -X- _ O
in -X- _ O
the -X- _ O
car -X- _ O
? -X- _ O
Three -X- _ O
pieces -X- _ O
were -X- _ O
deducted -X- _ O
yesterday -X- _ O
. -X- _ O

Which -X- _ O
entity -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
added -X- _ O
to -X- _ O
the -X- _ O
wallet -X- _ B-HMS_SERVICE
? -X- _ O

How -X- _ O
to -X- _ O
open -X- _ O
the -X- _ O
NFC -X- _ B-CARD_USAGE
? -X- _ O

Hello -X- _ O
, -X- _ O
the -X- _ O
card -X- _ O
can -X- _ O
only -X- _ O
be -X- _ O
added -X- _ O
to -X- _ O
the -X- _ O
card -X- _ O
, -X- _ O
can -X- _ O
not -X- _ O
add -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Can -X- _ O
I -X- _ O
use -X- _ O
a -X- _ O
mobile -X- _ O
phone -X- _ O
clone -X- _ O
to -X- _ O
clone -X- _ O
a -X- _ O
Huawei -X- _ B-CARD_TYPE
wallet -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Does -X- _ O
the -X- _ O
refund -X- _ O
affect -X- _ O
the -X- _ O
incentive -X- _ O
fund -X- _ O
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Delete -X- _ O
a -X- _ O
Traffic -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
hotel -X- _ I-CARD_TYPE
room -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
about -X- _ O
adding -X- _ O
a -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
to -X- _ O
bind -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
to -X- _ O
HUAWEIPay -X- _ B-HMS_SERVICE
QR -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
payment -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
Bound -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
game -X- _ O
consumption -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
. -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
use -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
to -X- _ O
pay -X- _ O
when -X- _ O
I -X- _ O
place -X- _ O
an -X- _ O
order -X- _ O
in -X- _ O
the -X- _ O
cloud -X- _ B-HMS_SERVICE
set -X- _ O
app -X- _ O
after -X- _ O
I -X- _ O
add -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
does -X- _ O
my -X- _ O
phone -X- _ O
automatically -X- _ O
enter -X- _ O
the -X- _ O
wallet -X- _ B-HMS_SERVICE
every -X- _ O
time -X- _ O
I -X- _ O
start -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

Su -X- _ B-ORG
Ning -X- _ I-ORG
's -X- _ O
payment -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
. -X- _ O

Shit -X- _ O
. -X- _ O

Which -X- _ O
cities -X- _ O
can -X- _ O
support -X- _ O
this -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

What -X- _ O
are -X- _ O
the -X- _ O
methods -X- _ O
for -X- _ O
logging -X- _ O
in -X- _ O
to -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

Take -X- _ O
the -X- _ O
subway -X- _ B-TRANSPORT
and -X- _ O
charge -X- _ O
more -X- _ O
. -X- _ O

Why -X- _ O
does -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
start -X- _ O
every -X- _ O
time -X- _ O
? -X- _ O

Yang -X- _ B-CARD_TYPE
Cheng -X- _ I-CARD_TYPE
Tong -X- _ I-CARD_TYPE
in -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE

Payment -X- _ O
failed -X- _ O
. -X- _ O
Authentication -X- _ B-HMS_SERVICE_FEATURE
and -X- _ O
payment -X- _ O
are -X- _ O
not -X- _ O
enabled -X- _ O
for -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
found -X- _ O
. -X- _ O

Why -X- _ O
does -X- _ O
my -X- _ O
phone -X- _ O
have -X- _ O
no -X- _ O
interface -X- _ O
for -X- _ O
adding -X- _ O
keys -X- _ O
? -X- _ O

Fifteen -X- _ O
dollars -X- _ B-CURRENCY_NAME
a -X- _ O
month -X- _ O
, -X- _ O
not -X- _ O
now -X- _ O
. -X- _ O

I -X- _ O
changed -X- _ O
my -X- _ O
phone -X- _ O
number -X- _ O
. -X- _ O
The -X- _ O
password -X- _ O
is -X- _ O
forgotten -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
change -X- _ O
the -X- _ O
password -X- _ O
? -X- _ O

Why -X- _ O
does -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
fail -X- _ O
to -X- _ O
be -X- _ O
added -X- _ O
? -X- _ O

Why -X- _ O
do -X- _ O
I -X- _ O
have -X- _ O
to -X- _ O
deduct -X- _ O
my -X- _ O
money -X- _ O
? -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
to -X- _ O
spend -X- _ O
it -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
set -X- _ O
the -X- _ O
free -X- _ O
payment -X- _ B-HMS_SERVICE_FEATURE
mode -X- _ I-HMS_SERVICE_FEATURE
? -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
maximum -X- _ O
number -X- _ O
of -X- _ O
mobile -X- _ O
phones -X- _ O
that -X- _ O
can -X- _ O
be -X- _ O
simulated -X- _ O
by -X- _ O
a -X- _ O
card -X- _ O
? -X- _ O

9p -X- _ B-HMS_SERVICE
, -X- _ O
can -X- _ O
you -X- _ O
use -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

Beijing -X- _ B-LOC
one -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
overdrawn -X- _ O
. -X- _ O

I -X- _ O
have -X- _ O
added -X- _ O
a -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O
Can -X- _ O
I -X- _ O
continue -X- _ O
to -X- _ O
add -X- _ O
it -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
download -X- _ O
the -X- _ O
ID -X- _ B-HMS_SERVICE
. -X- _ O

Can -X- _ O
I -X- _ O
swipe -X- _ O
your -X- _ O
card -X- _ O
at -X- _ O
the -X- _ O
supermarket -X- _ O
without -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

Will -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
be -X- _ O
discounted -X- _ O
? -X- _ O

What -X- _ O
should -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
forget -X- _ O
the -X- _ O
answer -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
add -X- _ O
bank -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
to -X- _ O
all -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
series -X- _ O
? -X- _ O

Where -X- _ O
can -X- _ O
I -X- _ O
use -X- _ O
the -X- _ O
NE -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
know -X- _ O
, -X- _ O
all -X- _ O
my -X- _ O
authorized -X- _ O
automatic -X- _ O
payment -X- _ O
information -X- _ O
, -X- _ O
I -X- _ O
want -X- _ O
to -X- _ O
cancel -X- _ O
the -X- _ O
authorization -X- _ B-CARD_FEATURE
. -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Obtain -X- _ O
the -X- _ O
Recharge -X- _ B-CARD_FEATURE
Invoice -X- _ I-CARD_FEATURE
of -X- _ O
a -X- _ O
Traffic -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

Can -X- _ O
I -X- _ O
pay -X- _ O
in -X- _ O
the -X- _ O
United -X- _ B-LOC
States -X- _ I-LOC
? -X- _ O

I -X- _ O
do -X- _ O
n't -X- _ O
use -X- _ O
Eid -X- _ B-CARD_TYPE
. -X- _ O

The -X- _ O
password -X- _ O
is -X- _ O
forgotten -X- _ O
. -X- _ O
The -X- _ O
phone -X- _ O
is -X- _ O
unavailable -X- _ O
. -X- _ O

Shanghai -X- _ B-LOC
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
, -X- _ O
can -X- _ O
brush -X- _ O
the -X- _ O
train -X- _ B-TRANSPORT
? -X- _ O

When -X- _ O
I -X- _ O
unlock -X- _ O
it -X- _ O
, -X- _ O
it -X- _ O
appears -X- _ O
. -X- _ O

Replacing -X- _ O
a -X- _ O
Secure -X- _ O
Mobile -X- _ O
Phone -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
the -X- _ O
system -X- _ O
displays -X- _ O
a -X- _ O
message -X- _ O
indicating -X- _ O
that -X- _ O
the -X- _ O
quota -X- _ O
is -X- _ O
exceeded -X- _ O
when -X- _ O
I -X- _ O
swipe -X- _ O
the -X- _ O
card -X- _ O
? -X- _ O

I -X- _ O
forgot -X- _ O
about -X- _ O
the -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
, -X- _ O
and -X- _ O
I -X- _ O
forgot -X- _ O
about -X- _ O
the -X- _ O
security -X- _ O
problem -X- _ O
. -X- _ O

Someone -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
Handle -X- _ O
the -X- _ O
Failure -X- _ O
to -X- _ O
Add -X- _ O
a -X- _ O
Bank -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
is -X- _ O
displayed -X- _ O
each -X- _ O
time -X- _ O
you -X- _ O
open -X- _ O
a -X- _ O
mobile -X- _ O
phone -X- _ O
. -X- _ O
How -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
view -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
transaction -X- _ O
records -X- _ O
? -X- _ O

b -X- _ O
residence -X- _ O

Alipay -X- _ B-NON_HMS_SERVICE
authorization -X- _ B-CARD_FEATURE

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
the -X- _ O
message -X- _ O
\"1000100001\ -X- _ O
" -X- _ O
is -X- _ O
displayed -X- _ O
when -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
fails -X- _ O
to -X- _ O
be -X- _ O
added -X- _ O
? -X- _ O

Touch -X- _ O
and -X- _ O
pay -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
bank -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
added -X- _ O
when -X- _ O
NFC -X- _ B-CARD_USAGE
is -X- _ O
not -X- _ O
supported -X- _ O
? -X- _ O

Replace -X- _ O
a -X- _ O
new -X- _ O
password -X- _ B-HMS_SERVICE_FEATURE
protection -X- _ I-HMS_SERVICE_FEATURE
question -X- _ O
. -X- _ O

No -X- _ O
one -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
can -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
to -X- _ O
pay -X- _ O
for -X- _ O
online -X- _ B-CARD_FEATURE
payment -X- _ I-CARD_FEATURE
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
copy -X- _ O
an -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
on -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

The -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
( -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
) -X- _ O
in -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
wallet -X- _ I-HMS_SERVICE
of -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
fails -X- _ O
to -X- _ O
be -X- _ O
swiped -X- _ O
. -X- _ O

Failed -X- _ O
to -X- _ O
deduct -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
fee -X- _ O
. -X- _ O

Hangzhou -X- _ B-LOC
5 -X- _ O
% -X- _ O
discount -X- _ O
bus -X- _ B-TRANSPORT

The -X- _ O
password -X- _ O
of -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
is -X- _ O
forgotten -X- _ O
. -X- _ O
The -X- _ O
original -X- _ O
mobile -X- _ O
phone -X- _ O
is -X- _ O
not -X- _ O
used -X- _ O
. -X- _ O

Why -X- _ O
is -X- _ O
my -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
unable -X- _ O
to -X- _ O
use -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
function -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
remove -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Can -X- _ O
not -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
be -X- _ O
added -X- _ O
if -X- _ O
the -X- _ O
NFC -X- _ B-CARD_USAGE
function -X- _ O
is -X- _ O
not -X- _ O
supported -X- _ O
? -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
find -X- _ O
how -X- _ O
to -X- _ O
add -X- _ O
a -X- _ O
cartoon -X- _ B-CARD_FEATURE
. -X- _ O

Hello -X- _ O
? -X- _ O
Can -X- _ O
I -X- _ O
ask -X- _ O
you -X- _ O
a -X- _ O
question -X- _ O
? -X- _ O

After -X- _ O
my -X- _ O
phone -X- _ O
is -X- _ O
played -X- _ O
by -X- _ O
someone -X- _ O
else -X- _ O
, -X- _ O
I -X- _ O
log -X- _ O
in -X- _ O
to -X- _ O
his -X- _ O
Huawei -X- _ B-HMS_SERVICE
account -X- _ I-HMS_SERVICE
. -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
know -X- _ O
the -X- _ O
password -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
remove -X- _ O
it -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
you -X- _ O
do -X- _ O
? -X- _ O
The -X- _ O
subway -X- _ B-TRANSPORT
can -X- _ O
not -X- _ O
pay -X- _ O
by -X- _ O
card -X- _ O
. -X- _ O

My -X- _ O
bag -X- _ B-CARD_FEATURE
does -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
key -X- _ O
. -X- _ O
The -X- _ O
choice -X- _ O
has -X- _ O
been -X- _ O
updated -X- _ O
. -X- _ O

The -X- _ O
error -X- _ O
message -X- _ O
\"3012\ -X- _ O
" -X- _ O
is -X- _ O
displayed -X- _ O
. -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
always -X- _ O
deducts -X- _ O
the -X- _ O
money -X- _ O
continuously -X- _ O
, -X- _ O
why -X- _ O
? -X- _ O

Ling -X- _ B-CARD_TYPE
Nan -X- _ I-CARD_TYPE
Tong -X- _ I-CARD_TYPE
Kai -X- _ I-CARD_TYPE
Card -X- _ I-CARD_TYPE
Discount -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Cancel -X- _ O
Automatic -X- _ B-CARD_FEATURE
Renewal -X- _ I-CARD_FEATURE
? -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
models -X- _ O
support -X- _ O
the -X- _ O
invoice -X- _ B-CARD_FEATURE
function -X- _ I-CARD_FEATURE
? -X- _ O

I -X- _ O
wonn't -X- _ O
use -X- _ O
it -X- _ O
. -X- _ O
Why -X- _ O
do -X- _ O
I -X- _ O
deduct -X- _ O
12⃣ -X- _ O
yuan -X- _ B-CURRENCY_NAME
a -X- _ O
month -X- _ O
? -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
of -X- _ O
the -X- _ O
recharge -X- _ O
entity -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
received -X- _ O
. -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
see -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
deregistration -X- _ B-HMS_SERVICE_FEATURE
button -X- _ O
on -X- _ O
my -X- _ O
phone -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
delete -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
of -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
? -X- _ O

The -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
bound -X- _ O
but -X- _ O
failed -X- _ O
. -X- _ O

Traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
transfer -X- _ O

mate20 -X- _ B-HUAWEI_DEVICE
After -X- _ O
the -X- _ O
latest -X- _ O
123 -X- _ O
version -X- _ O
is -X- _ O
updated -X- _ O
, -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
updated -X- _ O
in -X- _ O
the -X- _ O
case -X- _ O
of -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
screen -X- _ O
. -X- _ O

Can -X- _ O
I -X- _ O
develop -X- _ O
a -X- _ O
ticket -X- _ B-MISC
for -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
does -X- _ O
the -X- _ O
climate -X- _ O
that -X- _ O
opens -X- _ O
the -X- _ O
screen -X- _ O
always -X- _ O
display -X- _ O
payment -X- _ O
to -X- _ O
the -X- _ O
merchant -X- _ O
? -X- _ O

The -X- _ O
original -X- _ O
mobile -X- _ O
phone -X- _ O
is -X- _ O
faulty -X- _ O
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
migrate -X- _ O
the -X- _ O
card -X- _ O
? -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
coin -X- _ O
for -X- _ O
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Cancel -X- _ O
All -X- _ O
Shortcut -X- _ O
Payments -X- _ O
Bound -X- _ O
to -X- _ O
a -X- _ O
Bank -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

Repeated -X- _ O
deduction -X- _ O

Calculate -X- _ O
the -X- _ O
benefits -X- _ O
of -X- _ O
the -X- _ O
flexible -X- _ O
period -X- _ O
. -X- _ O

Why -X- _ O
should -X- _ O
I -X- _ O
turn -X- _ O
on -X- _ O
the -X- _ O
protection -X- _ O
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
operate -X- _ O
